type,circuit,level,name,comment,qq,zz,pbsb,id,*name,part,type,divisor/values,unit,comment
*r,
*w,
*[id_sw],scan,,,,SW
[id_sw>=125]r,,,DisplayedHwcStorageTemp,DisplayedDHWTankTemperature,,,b509,0d9e00,value,,D1C,,°C,display of the storage's temperature in C4 (also in case of an SP1 error)
[id_sw>=125]r,,,HwcLoadingInBMUActive,DHWLoadingInBMUActive,,,b509,0d9d00,value,,UCH,0=no;1=yes,,indicates that BMU is in DHW preparation
[id_sw>=125]r,,,MonitorEEpromInkonsiNumber,MonitorEEpromInkonsiNumber,,,b509,0d9f00,value,,HEX:8,,,identification of the last eight EEPROM inconsistencies
[id_sw<=209]r,,,B51000HcDisableMonitor,B51000CHDisableMonitor,,,b509,0d8e00,value,,UCH,,,copy of the M12 byte of the B5 10 00 service containing the disable bits
[id_sw>=210]r,,,B51000M7OpModeMonitor,B51000M7OpModeMonitor,,,b509,0d6500,value,,UCH,,,"operation mode sent via B5 10 00 (0 = auto, 1 = forced off, 2 = forced CH, 3 = forced DHW)"
[id_sw>=210]r,,,B51000M10HwcFlowSetMon,B51000M10DHWFlowSetMon,,,b509,0d6600,value,,UCH,,,flow setpoint DHW sent via B5 10 00
[id_sw>=210]r,,,B51000M12DisableBitsMon,B51000M12DisableBitsMon,,,b509,0d6700,value,,UCH,,,"bits 0-7: disable CH/disable DHW tapping/disable DHW tank loading/not used/clear burner blocking DHW/dis, disable bits sent via B5 10 00 (leftmost bit 0, rightmost bit 7)"
[id_sw>=210]r,,,B51000M14Monitor,B51000M14Monitor,,,b509,0d6800,value,,UCH,,,"bits 0-7: remote control CH pump/release backup heater/release cooling/not used/left stop position DHW o, bits sent in M14 of B5 10 00 (leftmost bit 0, rightmost bit 7; relevant is bit 0: remote control of CH pump)"
[id_sw>=126]r,,,AssertFileName,AssertFileName,,,b509,0da000,value,,STR:10,,,"shows, if assert is enabled, the name of the module where the 'assert fail' occured"
[id_sw>=126]r,,,AssertLineNumber,AssertLineNumber,,,b509,0da100,value,,UIN,,,assert fail occured in this line
r,,,DisplayedRoomTemp,DisplayedRoomTemp,,,b509,0d8000,value,,D2C,,°C,displayed room temperature
r,,,RoomTemp,RaumtemperaturIst,,,b509,0d0000,temp,,D2C,,°C,raw value current room temperature and sensorstate (without any correction),sensor,,UCH,0=ok;85=circuit;170=cutoff,,sensor status
r,,,OutsideTemp,OutsideTempSensor,,,b509,0d6200,temp,,D2C,,°C,current outdoor temperature and sensorstate,sensor,,UCH,0=ok;85=circuit;170=cutoff,,sensor status
r,,,ActualWeekday,Actual Weekday,,,b509,0d5f00,value,,BDY,,,current day of week
w,,,ActualWeekday,Actual Weekday,,,b509,0e5f00,value,,BDY,,,current day of week
r,,,Time,time,,,b509,0d6000,value,,HTI,,,current time
w,,,Time,time,,,b509,0e6000,value,,HTI,,,current time
r,,,Date,date,,,b509,0d6100,value,,HDA,,,current date
w,,,Date,date,,,b509,0e6100,value,,HDA,,,current date
r,,,StatusDcf,StatusDcf,,,b509,0d0200,value,,UCH,0=nosignal;1=ok;2=sync;3=valid,,status of the DCF signal (0x00 = no DCF-Signal detected / no RTC value; 0x01 = DCF-signal detected; 0x02 = DCF-signal is being interpreted; 0x03 = DCF-data valid; 0x04 = RTC-data is valid)
